timestamp,user,src_ip,action,host
2025-06-03 03:22:23,bob,119.132.154.252,success,auth01
2025-06-03 19:27:14,svc_account,21.78.151.69,success,server01
2025-06-01 01:36:49,alice,150.99.179.102,success,db01
2025-06-03 22:55:48,eve,60.187.103.193,success,server01
2025-06-01 21:44:48,root,126.70.192.234,success,web01
2025-06-03 21:08:30,alice,113.41.73.202,success,web01
2025-06-03 23:18:27,bob,60.187.103.193,success,db01
2025-06-03 18:56:04,admin,101.45.63.238,success,server02
2025-06-03 20:45:32,eve,48.204.31.144,success,web01
2025-06-03 05:16:14,alice,96.156.46.218,success,server01
2025-06-02 04:51:17,eve,150.99.179.102,failure,server01
2025-06-01 06:09:51,svc_account,126.70.192.234,failure,auth01
2025-06-02 19:01:40,root,1.140.246.232,success,server01
2025-06-03 03:45:46,alice,176.215.154.253,failure,auth01
2025-06-02 13:13:29,alice,108.155.84.64,success,db01
2025-06-01 03:22:38,admin,108.193.149.131,success,server02
2025-06-01 21:25:04,john,154.38.97.14,failure,db01
2025-06-02 00:12:03,svc_account,45.33.32.156,failure,web01
2025-06-02 04:55:32,john,119.132.154.252,success,web01
2025-06-01 10:39:29,admin,63.232.156.53,success,auth01
2025-06-01 18:38:22,admin,28.206.85.208,success,db01
2025-06-01 05:34:36,alice,63.224.161.43,success,web01
2025-06-03 14:36:58,admin,125.49.252.182,success,db01
2025-06-02 17:32:47,svc_account,140.233.126.59,success,server01
2025-06-03 15:01:31,alice,126.70.192.234,success,db01
2025-06-01 12:20:52,svc_account,54.92.231.226,failure,db01
2025-06-02 04:03:51,eve,60.71.249.219,success,db01
2025-06-03 16:03:54,root,221.177.82.55,success,auth01
2025-06-02 05:44:00,bob,108.155.84.64,success,auth01
2025-06-03 21:39:19,john,21.78.151.69,success,auth01
2025-06-02 18:40:37,eve,28.206.85.208,success,auth01
2025-06-03 17:41:39,admin,218.229.106.87,failure,db01
2025-06-02 06:50:10,root,25.113.254.164,success,server02
2025-06-01 18:24:55,alice,109.154.8.198,success,auth01
2025-06-03 11:01:12,root,154.38.97.14,success,server01
2025-06-01 22:44:50,bob,185.220.101.1,failure,auth01
2025-06-02 13:03:05,bob,108.155.84.64,success,server02
2025-06-02 00:27:43,root,218.229.106.87,success,web01
2025-06-01 12:41:22,alice,140.233.126.59,success,auth01
2025-06-02 06:34:43,admin,60.187.103.193,success,auth01
2025-06-03 18:53:21,root,32.43.148.97,success,auth01
2025-06-02 00:29:00,alice,125.49.252.182,success,web01
2025-06-02 19:58:44,alice,43.56.244.146,success,auth01
2025-06-02 02:34:54,admin,63.224.161.43,success,server02
2025-06-03 18:18:53,bob,60.187.103.193,success,auth01
2025-06-02 07:58:45,bob,113.41.73.202,success,web01
2025-06-02 23:42:45,john,65.173.226.147,success,web01
2025-06-01 11:37:40,admin,141.1.172.215,success,server02
2025-06-01 05:14:37,svc_account,63.224.161.43,success,web01
2025-06-03 10:42:40,root,150.99.179.102,success,db01
2025-06-03 01:32:29,john,196.24.212.179,success,server02
2025-06-03 00:23:34,alice,176.215.154.253,success,db01
2025-06-01 14:19:57,admin,150.99.179.102,success,web01
2025-06-02 12:49:45,eve,60.71.249.219,success,server02
2025-06-01 09:29:33,john,185.220.101.1,failure,web01
2025-06-03 03:22:25,eve,43.56.244.146,success,web01
2025-06-02 19:31:24,admin,119.132.154.252,success,web01
2025-06-03 11:09:48,alice,95.145.171.108,success,db01
2025-06-02 08:58:28,alice,141.1.172.215,failure,db01
2025-06-02 05:58:30,root,21.78.151.69,success,server01
2025-06-03 22:41:54,svc_account,124.63.57.48,success,server02
2025-06-03 11:52:27,john,65.173.226.147,success,web01
2025-06-02 12:40:09,admin,108.155.84.64,success,web01
2025-06-02 08:29:02,admin,214.67.156.114,success,auth01
2025-06-03 00:07:23,admin,65.173.226.147,success,db01
2025-06-01 02:15:56,admin,25.113.254.164,success,db01
2025-06-02 05:36:54,svc_account,108.193.149.131,success,web01
2025-06-03 12:21:50,svc_account,1.140.246.232,success,db01
2025-06-03 09:50:12,admin,150.99.179.102,success,auth01
2025-06-01 19:30:37,svc_account,124.63.57.48,success,server02
2025-06-03 10:52:02,admin,154.38.97.14,success,web01
2025-06-01 23:28:48,alice,65.140.12.225,success,server02
2025-06-01 09:22:05,eve,141.1.172.215,success,server02
2025-06-03 10:32:21,bob,176.215.154.253,success,auth01
2025-06-03 14:00:26,alice,65.140.12.225,success,web01
2025-06-01 01:41:26,eve,32.43.148.97,failure,server02
2025-06-01 09:31:41,admin,103.86.96.100,failure,server02
2025-06-02 17:35:23,admin,65.173.226.147,success,db01
2025-06-03 14:27:53,root,63.232.156.53,failure,server01
2025-06-01 14:02:43,john,113.41.73.202,success,db01
2025-06-03 22:25:32,john,176.215.154.253,success,server02
2025-06-01 04:10:09,john,108.193.149.131,failure,server01
2025-06-03 14:19:25,alice,60.187.103.193,failure,server02
2025-06-01 16:28:56,john,126.10.238.161,success,db01
2025-06-01 03:48:00,alice,214.67.156.114,success,db01
2025-06-01 22:54:25,john,21.78.151.69,success,server02
2025-06-03 00:18:07,eve,54.92.231.226,success,web01
2025-06-03 08:40:11,bob,105.37.77.227,success,server02
2025-06-03 22:52:28,bob,42.149.126.66,success,server01
2025-06-01 22:35:03,bob,195.227.245.217,success,auth01
2025-06-02 23:49:28,john,140.233.126.59,success,web01
2025-06-03 10:40:50,john,195.227.245.217,failure,server01
2025-06-02 08:42:37,svc_account,176.215.154.253,success,web01
2025-06-03 15:30:02,svc_account,138.209.74.244,success,server01
2025-06-02 20:33:52,alice,42.149.126.66,success,server02
2025-06-03 16:12:44,admin,25.113.254.164,success,auth01
2025-06-03 01:54:45,bob,45.33.32.156,failure,db01
2025-06-01 14:10:08,alice,63.232.156.53,success,server01
2025-06-01 16:53:21,alice,150.99.179.102,success,web01
2025-06-03 12:57:04,svc_account,21.78.151.69,success,db01
2025-06-02 14:47:52,eve,140.181.197.20,success,db01
2025-06-03 06:09:44,admin,71.31.134.133,failure,auth01
2025-06-02 19:50:28,admin,108.193.149.131,success,db01
2025-06-01 05:21:19,admin,176.215.154.253,success,server02
2025-06-03 13:14:57,root,214.67.156.114,failure,db01
2025-06-02 10:41:04,alice,60.187.103.193,failure,db01
2025-06-01 22:21:46,admin,71.31.134.133,success,server02
2025-06-01 16:32:21,svc_account,1.140.246.232,success,server01
2025-06-02 00:13:41,root,21.78.151.69,success,db01
2025-06-01 17:22:29,alice,218.229.106.87,success,web01
2025-06-02 17:28:30,eve,140.233.126.59,success,auth01
2025-06-03 20:37:37,root,140.181.197.20,success,web01
2025-06-02 15:05:52,bob,140.233.126.59,success,auth01
2025-06-01 23:58:35,eve,164.176.58.38,success,server02
2025-06-03 18:32:49,svc_account,171.147.201.222,success,db01
2025-06-02 17:52:36,root,10.32.62.198,success,auth01
2025-06-03 10:51:24,svc_account,176.215.154.253,success,web01
2025-06-03 23:59:49,eve,154.38.97.14,success,server02
2025-06-02 12:01:15,root,221.177.82.55,success,auth01
2025-06-01 19:03:48,alice,54.92.231.226,success,db01
2025-06-02 05:16:07,john,110.232.230.23,failure,auth01
2025-06-03 17:05:17,john,195.227.245.217,success,auth01
2025-06-01 00:05:30,eve,71.31.134.133,failure,server01
2025-06-01 00:57:20,svc_account,32.43.148.97,success,auth01
2025-06-01 16:17:22,alice,32.43.148.97,success,server01
2025-06-02 10:28:29,alice,154.38.97.14,success,server01
2025-06-03 11:53:30,admin,196.24.212.179,success,db01
2025-06-02 19:53:59,alice,124.63.57.48,success,server02
2025-06-03 20:23:53,root,60.71.249.219,success,db01
2025-06-03 23:00:11,admin,65.173.226.147,success,web01
2025-06-02 14:52:46,john,218.229.106.87,success,server02
2025-06-03 03:25:07,admin,43.56.244.146,failure,web01
2025-06-03 16:03:09,eve,154.38.97.14,success,db01
2025-06-01 12:51:00,svc_account,221.177.82.55,success,server01
2025-06-02 23:59:07,bob,48.204.31.144,failure,auth01
2025-06-02 05:22:30,svc_account,71.31.134.133,success,auth01
2025-06-03 18:02:20,bob,125.49.252.182,success,server02
2025-06-01 17:56:42,eve,65.173.226.147,failure,auth01
2025-06-01 11:46:11,bob,221.177.82.55,success,auth01
2025-06-03 15:28:11,john,96.156.46.218,success,server02
2025-06-01 18:01:37,admin,126.70.192.234,failure,auth01
2025-06-02 12:46:42,eve,60.187.103.193,success,db01
2025-06-03 05:14:14,bob,65.173.226.147,success,server01
2025-06-03 20:48:52,bob,65.173.226.147,success,db01
2025-06-01 00:15:36,eve,32.43.148.97,success,web01
2025-06-03 11:17:52,admin,141.1.172.215,success,web01
2025-06-03 23:44:45,root,126.10.238.161,success,server01
2025-06-02 22:44:23,svc_account,113.41.73.202,success,web01
2025-06-03 15:49:58,bob,141.1.172.215,success,server02
2025-06-02 20:29:39,bob,65.173.226.147,success,server01
2025-06-01 03:24:07,john,109.154.8.198,failure,server01
2025-06-01 13:54:30,root,105.37.77.227,success,auth01
2025-06-02 14:06:34,eve,73.8.92.229,success,auth01
2025-06-03 01:09:38,alice,25.113.254.164,success,web01
2025-06-01 15:21:46,john,32.43.148.97,success,auth01
2025-06-01 15:48:37,admin,95.145.171.108,success,web01
2025-06-03 10:33:42,admin,218.229.106.87,success,db01
2025-06-02 20:46:00,svc_account,108.193.149.131,success,auth01
2025-06-03 06:59:42,admin,158.8.216.3,success,web01
2025-06-01 23:47:13,admin,195.227.245.217,success,server01
2025-06-02 22:31:58,john,42.149.126.66,success,auth01
2025-06-02 22:31:53,bob,185.220.101.1,failure,auth01
2025-06-03 20:17:11,root,185.220.101.1,failure,web01
2025-06-02 07:37:09,root,110.232.230.23,success,web01
2025-06-03 02:16:50,svc_account,10.32.62.198,success,server02
2025-06-03 23:20:45,john,132.144.78.138,success,server01
2025-06-01 08:24:36,svc_account,42.149.126.66,success,auth01
2025-06-01 00:13:43,admin,158.8.216.3,success,db01
2025-06-02 18:37:35,bob,150.99.179.102,success,web01
2025-06-02 14:59:00,root,218.229.106.87,success,auth01
2025-06-03 09:20:08,eve,54.92.231.226,success,auth01
2025-06-03 13:48:00,root,196.24.212.179,success,db01
2025-06-03 00:32:31,eve,108.193.149.131,failure,db01
2025-06-03 21:27:58,alice,109.154.8.198,success,auth01
2025-06-02 03:14:42,root,60.187.103.193,failure,db01
2025-06-01 03:44:59,admin,63.232.156.53,success,web01
2025-06-01 20:26:32,root,95.145.171.108,success,server01
2025-06-02 00:02:42,alice,108.193.149.131,success,server01
2025-06-03 20:13:24,root,105.37.77.227,success,auth01
2025-06-02 05:05:55,alice,221.177.82.55,success,server01
2025-06-03 10:59:49,admin,198.51.100.23,failure,db01
2025-06-01 23:57:14,root,171.147.201.222,success,web01
2025-06-01 14:45:27,john,96.156.46.218,success,db01
2025-06-01 15:26:06,alice,140.233.126.59,success,auth01
2025-06-03 11:29:36,alice,73.8.92.229,success,web01
2025-06-03 18:35:53,root,176.215.154.253,failure,server02
2025-06-03 20:05:42,john,109.154.8.198,success,db01
2025-06-02 14:52:08,john,171.147.201.222,success,web01
2025-06-01 05:21:24,alice,73.8.92.229,success,db01
2025-06-01 19:38:01,root,124.63.57.48,success,db01
2025-06-01 00:37:23,alice,195.227.245.217,success,web01
2025-06-01 14:28:58,alice,95.145.171.108,success,server01
2025-06-02 04:00:49,alice,198.51.100.23,failure,auth01
2025-06-01 03:07:35,alice,108.155.84.64,success,auth01
2025-06-02 02:01:07,john,125.49.252.182,success,db01
2025-06-03 04:57:13,john,95.145.171.108,success,server02
2025-06-01 19:55:28,eve,110.232.230.23,success,auth01
2025-06-03 18:57:31,root,109.154.8.198,success,server01
2025-06-01 01:32:00,admin,28.206.85.208,failure,web01
2025-06-03 04:37:31,admin,171.147.201.222,failure,server02
2025-06-02 07:07:09,eve,21.159.195.90,success,web01
2025-06-01 22:11:54,john,43.56.244.146,failure,server01
2025-06-02 23:28:40,alice,103.86.96.100,failure,web01
2025-06-01 12:06:26,svc_account,176.215.154.253,success,auth01
2025-06-03 15:48:35,bob,218.229.106.87,success,db01
2025-06-03 14:15:43,root,103.86.96.100,failure,server01
2025-06-01 11:17:47,bob,158.8.216.3,success,auth01
2025-06-02 07:02:51,root,141.1.172.215,failure,db01
2025-06-01 03:09:33,root,195.227.245.217,success,server02
2025-06-03 09:04:39,root,126.70.192.234,success,auth01
2025-06-02 20:14:58,root,1.140.246.232,failure,db01
2025-06-01 16:51:06,svc_account,1.140.246.232,success,web01
2025-06-02 12:35:58,root,176.215.154.253,success,server01
2025-06-02 10:51:43,alice,96.156.46.218,success,server01
2025-06-03 05:03:15,root,73.8.92.229,success,server01
2025-06-01 23:24:27,eve,45.33.32.156,failure,server02
2025-06-03 09:47:34,root,10.32.62.198,success,db01
2025-06-03 20:50:52,john,154.38.97.14,success,db01
2025-06-02 15:16:27,john,156.193.247.76,success,server02
2025-06-01 20:16:29,bob,126.70.192.234,success,db01
2025-06-03 03:47:38,root,65.140.12.225,failure,web01
2025-06-03 02:10:09,admin,10.32.62.198,failure,server01
2025-06-03 08:03:36,admin,221.177.82.55,success,db01
2025-06-03 09:57:12,bob,45.33.32.156,failure,server01
2025-06-03 12:48:16,admin,28.206.85.208,failure,server01
2025-06-01 20:52:38,john,126.70.192.234,success,web01
2025-06-03 17:35:14,alice,150.99.179.102,success,web01
2025-06-03 02:17:26,bob,60.71.249.219,success,server02
2025-06-01 19:52:38,admin,109.154.8.198,success,web01
2025-06-02 07:52:03,admin,113.41.73.202,success,db01
2025-06-01 11:06:33,bob,1.140.246.232,success,web01
2025-06-03 09:33:07,john,95.145.171.108,success,server02
2025-06-03 23:54:27,bob,176.215.154.253,success,web01
2025-06-01 11:00:00,root,150.99.179.102,success,auth01
2025-06-01 15:11:49,admin,171.147.201.222,success,server01
2025-06-02 09:46:50,eve,176.215.154.253,success,server02
2025-06-01 22:23:01,bob,108.193.149.131,success,server01
2025-06-02 23:26:06,eve,196.24.212.179,success,web01
2025-06-03 06:03:51,svc_account,32.43.148.97,failure,auth01
2025-06-03 16:03:58,admin,21.159.195.90,success,auth01
2025-06-03 22:07:02,svc_account,124.63.57.48,success,server01
2025-06-03 01:11:58,john,221.177.82.55,success,server01
2025-06-02 19:10:16,alice,63.224.161.43,failure,server02
2025-06-01 05:31:57,bob,73.8.92.229,success,auth01
2025-06-01 20:03:54,alice,110.232.230.23,success,auth01
2025-06-02 07:54:58,john,113.41.73.202,success,auth01
2025-06-02 21:31:46,admin,108.193.149.131,success,server02
2025-06-01 09:35:53,alice,10.32.62.198,success,db01
2025-06-03 18:34:25,admin,95.145.171.108,failure,server01
2025-06-02 00:57:01,john,28.206.85.208,success,server01
2025-06-02 02:00:42,root,176.215.154.253,success,auth01
2025-06-03 02:18:12,john,21.78.151.69,success,db01
2025-06-01 09:14:04,bob,28.206.85.208,success,web01
2025-06-01 16:27:47,john,126.10.238.161,success,auth01
2025-06-02 12:49:06,alice,21.159.195.90,success,web01
2025-06-01 03:51:09,svc_account,154.38.97.14,failure,server02
2025-06-01 02:07:36,john,101.45.63.238,success,server02
2025-06-02 13:04:14,svc_account,109.154.8.198,success,web01
2025-06-01 17:34:43,svc_account,132.144.78.138,success,server02
2025-06-01 18:15:54,john,132.144.78.138,success,web01
2025-06-02 06:49:30,bob,185.220.101.1,failure,db01
2025-06-01 13:16:25,eve,119.132.154.252,success,web01
2025-06-03 20:50:06,bob,105.37.77.227,success,server02
2025-06-01 21:09:52,john,126.70.192.234,failure,server02
2025-06-02 08:33:10,svc_account,221.177.82.55,success,web01
2025-06-02 04:23:27,alice,125.49.252.182,success,auth01
2025-06-03 00:47:30,admin,140.233.126.59,success,server02
2025-06-01 09:18:32,john,214.67.156.114,success,db01
2025-06-03 06:42:02,admin,108.155.84.64,success,server01
2025-06-01 23:29:09,eve,214.67.156.114,failure,auth01
2025-06-03 03:00:22,root,60.71.249.219,success,auth01
2025-06-01 01:52:21,bob,63.232.156.53,success,db01
2025-06-02 16:05:05,svc_account,101.45.63.238,success,server01
2025-06-03 00:50:02,svc_account,158.8.216.3,success,web01
2025-06-02 15:11:29,bob,60.187.103.193,success,auth01
2025-06-02 23:58:12,alice,176.215.154.253,success,web01
2025-06-02 02:56:55,john,54.92.231.226,success,server01
2025-06-02 16:57:25,john,218.229.106.87,success,server01
2025-06-03 16:49:25,alice,113.41.73.202,success,server02
2025-06-02 12:38:41,alice,54.92.231.226,failure,server01
2025-06-02 13:14:21,bob,95.145.171.108,success,server02
2025-06-02 17:41:01,alice,132.144.78.138,success,server02
2025-06-01 06:58:15,alice,154.38.97.14,success,web01
2025-06-01 03:47:27,bob,63.224.161.43,success,auth01
2025-06-03 12:21:08,eve,126.10.238.161,failure,server02
2025-06-01 08:32:49,root,101.45.63.238,success,db01
2025-06-01 10:28:37,svc_account,124.63.57.48,failure,server02
2025-06-03 10:10:04,bob,126.10.238.161,success,web01
2025-06-03 17:06:53,admin,138.209.74.244,success,server01
2025-06-02 19:18:43,svc_account,109.154.8.198,success,auth01
2025-06-02 02:45:35,admin,73.8.92.229,success,web01
2025-06-03 12:39:11,eve,54.92.231.226,success,auth01
2025-06-01 15:48:42,bob,124.63.57.48,success,db01
2025-06-02 23:15:25,john,65.173.226.147,success,server01
2025-06-02 13:15:26,eve,54.92.231.226,success,auth01
2025-06-01 04:00:27,bob,176.215.154.253,success,server02
2025-06-03 16:10:06,admin,195.227.245.217,success,server02
2025-06-03 09:42:23,bob,54.92.231.226,success,web01
2025-06-02 23:37:38,root,48.204.31.144,success,server01
2025-06-03 15:09:09,eve,164.176.58.38,success,server01
2025-06-03 19:03:33,root,54.92.231.226,success,web01
2025-06-01 02:01:46,eve,171.147.201.222,success,auth01
2025-06-01 21:41:51,svc_account,96.156.46.218,success,web01
2025-06-03 18:02:11,svc_account,32.43.148.97,success,db01
2025-06-02 01:28:49,admin,126.10.238.161,success,auth01
2025-06-03 03:55:45,root,110.232.230.23,success,server02
2025-06-02 13:48:48,john,32.43.148.97,success,db01
2025-06-01 00:15:54,alice,95.145.171.108,failure,server02
2025-06-03 20:06:13,admin,103.86.96.100,failure,web01
2025-06-01 10:47:30,alice,32.43.148.97,success,auth01
2025-06-03 17:08:05,bob,42.149.126.66,success,db01
2025-06-02 11:56:43,john,45.33.32.156,failure,server01
2025-06-02 20:36:10,alice,140.233.126.59,success,server01
2025-06-01 02:36:39,bob,158.8.216.3,success,db01
2025-06-03 11:39:57,bob,110.232.230.23,success,server02
2025-06-03 12:08:43,root,101.45.63.238,success,web01
2025-06-01 16:54:50,john,73.8.92.229,failure,server02
2025-06-01 12:34:29,svc_account,101.45.63.238,failure,server02
2025-06-02 07:51:00,bob,138.209.74.244,success,server02
2025-06-01 09:46:49,admin,96.156.46.218,success,server02
2025-06-01 01:13:03,eve,65.173.226.147,success,auth01
2025-06-02 05:57:44,alice,101.45.63.238,success,db01
2025-06-02 06:15:46,alice,21.78.151.69,success,web01
2025-06-01 15:12:10,alice,158.8.216.3,success,web01
2025-06-01 01:15:51,root,108.193.149.131,success,server01
2025-06-02 03:10:16,admin,198.51.100.23,failure,web01
2025-06-03 16:50:08,root,141.1.172.215,success,server01
2025-06-01 11:06:18,admin,150.99.179.102,success,db01
2025-06-01 08:30:41,alice,1.140.246.232,success,server01
2025-06-02 23:38:54,root,105.37.77.227,failure,auth01
2025-06-03 00:33:56,svc_account,71.31.134.133,success,db01
2025-06-01 12:27:26,eve,95.145.171.108,success,auth01
2025-06-01 05:15:07,admin,113.41.73.202,success,db01
2025-06-02 18:01:29,alice,21.78.151.69,success,server02
2025-06-03 14:26:52,alice,214.67.156.114,success,server01
2025-06-02 16:03:59,admin,195.227.245.217,success,server01
2025-06-03 12:30:35,alice,105.37.77.227,success,web01
2025-06-02 08:18:47,root,95.145.171.108,success,web01
2025-06-01 12:08:46,root,95.145.171.108,success,auth01
2025-06-02 03:39:39,svc_account,1.140.246.232,success,server02
2025-06-01 13:51:01,admin,63.232.156.53,failure,server01
2025-06-01 03:01:25,eve,110.232.230.23,success,server02
2025-06-03 15:39:25,root,185.220.101.1,failure,web01
2025-06-01 09:48:04,john,96.156.46.218,failure,web01
2025-06-03 04:40:26,john,95.145.171.108,success,web01
2025-06-01 18:52:23,svc_account,140.181.197.20,success,web01
2025-06-03 16:16:14,alice,105.37.77.227,success,server02
2025-06-01 04:43:52,john,126.10.238.161,success,web01
2025-06-02 01:08:54,alice,119.132.154.252,success,auth01
2025-06-01 05:58:16,alice,63.232.156.53,success,server01
2025-06-01 03:31:31,alice,176.215.154.253,failure,auth01
2025-06-01 05:46:00,bob,140.181.197.20,success,auth01
2025-06-03 02:15:26,bob,65.140.12.225,success,server01
2025-06-02 21:01:54,bob,158.8.216.3,success,server01
2025-06-01 11:44:07,svc_account,141.1.172.215,success,server01
2025-06-03 03:00:08,john,1.140.246.232,success,server01
2025-06-01 13:35:10,eve,63.232.156.53,success,server02
2025-06-02 12:15:43,admin,140.233.126.59,success,web01
2025-06-03 23:46:14,john,101.45.63.238,success,server01
2025-06-03 06:03:49,admin,140.181.197.20,success,server02
2025-06-01 11:38:15,svc_account,105.37.77.227,success,db01
2025-06-01 21:10:10,eve,108.193.149.131,success,server02
2025-06-03 04:59:04,root,42.149.126.66,success,db01
2025-06-03 12:44:09,alice,164.176.58.38,success,auth01
2025-06-01 18:15:26,john,73.8.92.229,failure,auth01
2025-06-01 01:36:09,admin,73.8.92.229,success,web01
2025-06-03 14:24:47,eve,126.70.192.234,failure,auth01
2025-06-02 22:30:31,eve,138.209.74.244,success,db01
2025-06-03 07:32:27,admin,96.156.46.218,success,server02
2025-06-02 01:30:13,alice,65.140.12.225,success,auth01
2025-06-03 21:49:03,admin,221.177.82.55,success,auth01
2025-06-02 10:12:52,root,65.173.226.147,success,web01
2025-06-01 08:09:42,root,214.67.156.114,success,auth01
2025-06-02 08:04:14,root,63.224.161.43,success,db01
2025-06-02 16:58:35,root,60.71.249.219,failure,server02
2025-06-01 13:09:53,root,10.32.62.198,success,db01
2025-06-01 16:33:31,alice,10.32.62.198,success,server02
2025-06-02 10:05:49,admin,221.177.82.55,success,auth01
2025-06-02 20:01:07,admin,108.155.84.64,success,auth01
2025-06-02 05:16:52,svc_account,140.181.197.20,success,server01
2025-06-03 12:16:13,svc_account,119.132.154.252,success,web01
2025-06-02 22:06:28,eve,63.224.161.43,success,server01
2025-06-01 08:32:01,admin,65.140.12.225,success,server02
2025-06-03 09:02:30,bob,119.132.154.252,success,web01
2025-06-03 17:22:54,bob,140.233.126.59,success,server01
2025-06-02 11:23:32,eve,109.154.8.198,success,server01
2025-06-01 11:54:53,eve,113.41.73.202,failure,web01
2025-06-02 23:52:39,john,101.45.63.238,failure,db01
2025-06-01 10:14:29,svc_account,63.224.161.43,success,web01
2025-06-01 23:20:28,alice,10.32.62.198,success,server01
2025-06-02 20:03:07,eve,141.1.172.215,success,auth01
2025-06-02 06:59:17,root,198.51.100.23,failure,web01
2025-06-03 08:55:11,bob,108.193.149.131,success,server02
2025-06-01 06:43:51,eve,119.132.154.252,success,auth01
2025-06-02 02:58:04,john,32.43.148.97,failure,server01
2025-06-03 00:28:53,admin,21.159.195.90,success,server02
2025-06-03 01:16:37,john,21.159.195.90,success,web01
2025-06-01 12:13:51,john,154.38.97.14,success,auth01
2025-06-03 09:46:04,svc_account,126.70.192.234,success,web01
2025-06-03 05:21:21,alice,65.140.12.225,success,server01
2025-06-03 19:56:00,svc_account,218.229.106.87,success,web01
2025-06-03 20:44:16,eve,171.147.201.222,failure,server02
2025-06-02 07:48:42,admin,126.70.192.234,success,db01
2025-06-02 03:07:51,admin,110.232.230.23,success,server01
2025-06-02 14:46:26,admin,73.8.92.229,failure,web01
2025-06-01 15:39:24,root,221.177.82.55,success,web01
2025-06-01 03:16:38,alice,32.43.148.97,success,web01
2025-06-02 09:11:18,root,124.63.57.48,success,server02
2025-06-01 13:09:45,alice,32.43.148.97,success,web01
2025-06-02 17:11:07,admin,214.67.156.114,success,server02
2025-06-01 05:36:02,svc_account,63.224.161.43,failure,web01
2025-06-02 02:26:51,bob,124.63.57.48,success,auth01
2025-06-02 00:00:45,root,138.209.74.244,success,db01
2025-06-01 04:31:06,bob,158.8.216.3,success,web01
2025-06-02 06:30:19,svc_account,196.24.212.179,success,web01
2025-06-02 12:41:27,admin,126.10.238.161,success,server02
2025-06-02 02:40:25,alice,110.232.230.23,success,server01
2025-06-03 12:15:24,bob,71.31.134.133,success,auth01
2025-06-03 01:40:41,bob,198.51.100.23,failure,server01
2025-06-03 22:25:58,eve,164.176.58.38,success,server02
2025-06-01 13:46:46,admin,196.24.212.179,success,db01
2025-06-03 10:18:10,admin,176.215.154.253,success,server02
2025-06-01 21:48:28,bob,124.63.57.48,success,db01
2025-06-02 13:39:49,eve,25.113.254.164,success,db01
2025-06-01 06:24:14,bob,110.232.230.23,success,web01
2025-06-03 02:19:57,john,32.43.148.97,success,auth01
2025-06-01 21:39:41,bob,105.37.77.227,success,web01
2025-06-03 04:21:46,bob,43.56.244.146,failure,web01
2025-06-03 09:48:37,eve,214.67.156.114,failure,web01
2025-06-03 00:31:57,eve,101.45.63.238,success,web01
2025-06-01 12:13:11,bob,108.193.149.131,failure,db01
2025-06-03 10:11:09,svc_account,109.154.8.198,success,server01
2025-06-03 19:20:04,svc_account,119.132.154.252,success,server01
2025-06-01 13:39:46,bob,21.159.195.90,success,server02
2025-06-02 01:04:53,eve,21.78.151.69,success,server01
2025-06-02 08:22:21,john,150.99.179.102,success,auth01
2025-06-01 03:59:30,alice,195.227.245.217,success,db01
2025-06-01 10:27:56,john,171.147.201.222,success,server02
2025-06-02 05:12:52,root,105.37.77.227,success,auth01
2025-06-01 07:05:13,alice,96.156.46.218,success,web01
2025-06-02 22:46:42,john,43.56.244.146,success,server01
2025-06-02 06:12:54,svc_account,156.193.247.76,success,auth01
2025-06-01 02:35:18,bob,54.92.231.226,success,server02
2025-06-03 09:37:13,root,195.227.245.217,success,server01
2025-06-02 20:19:09,bob,108.155.84.64,success,auth01
2025-06-02 03:25:49,root,218.229.106.87,success,web01
2025-06-02 23:07:23,bob,150.99.179.102,failure,server02
2025-06-01 09:40:49,eve,45.33.32.156,failure,auth01
2025-06-01 18:56:30,bob,140.233.126.59,success,server02
2025-06-01 01:33:35,svc_account,132.144.78.138,success,server01
2025-06-03 18:40:20,root,154.38.97.14,success,web01
2025-06-01 16:45:14,root,60.187.103.193,success,web01
2025-06-01 03:53:33,admin,221.177.82.55,success,server01
2025-06-02 03:34:28,bob,176.215.154.253,success,auth01
2025-06-01 01:03:26,admin,32.43.148.97,success,web01
2025-06-03 11:51:20,eve,21.159.195.90,success,server02
2025-06-03 05:21:06,svc_account,154.38.97.14,failure,server01
2025-06-01 16:27:34,eve,108.155.84.64,success,server01
2025-06-03 09:23:23,admin,198.51.100.23,failure,server01
2025-06-03 20:46:18,alice,63.232.156.53,success,db01
2025-06-02 18:08:10,bob,126.70.192.234,success,web01
2025-06-02 16:06:37,admin,28.206.85.208,success,web01
2025-06-01 07:13:04,bob,119.132.154.252,success,db01
2025-06-02 14:01:21,alice,96.156.46.218,success,auth01
2025-06-01 12:10:10,root,140.233.126.59,success,auth01
2025-06-01 20:42:53,alice,141.1.172.215,success,web01
2025-06-01 16:35:37,bob,60.71.249.219,success,server02
2025-06-02 15:03:42,bob,154.38.97.14,success,server02
2025-06-02 16:04:34,eve,198.51.100.23,failure,web01
2025-06-03 03:35:28,admin,196.24.212.179,success,server01
2025-06-01 02:21:41,eve,65.140.12.225,success,web01
2025-06-03 10:42:58,root,71.31.134.133,success,server02
2025-06-03 11:29:16,svc_account,196.24.212.179,success,auth01
2025-06-01 08:28:17,svc_account,71.31.134.133,failure,web01
2025-06-02 01:24:11,john,158.8.216.3,success,server01
2025-06-03 08:34:34,svc_account,21.78.151.69,success,db01
